location,name,online_order,book_table,rate,cost,type,location_id,name_id,cuisines_str
Kumaraswamy Layout,S Square Family Restaurant & Bar,No,No,3.3,800.0,Dine-out,43.0,8027.0,"Continental, Chinese"
Kalyan Nagar,Matru Sagar,Yes,No,4.1,300.0,Delivery,14.0,441.0,"South Indian, North Indian, Chinese"
Nagawara,The Chinese Table,Yes,No,3.0,400.0,Delivery,44.0,8506.0,"Chinese, Thai, Pan Asian"
Hennur,Sandesh Restaurant,Yes,No,3.49,350.0,Delivery,50.0,2483.0,"Biryani, Chinese, North Indian, Bengali"
Kalyan Nagar,Snack shop,No,No,3.78,250.0,Delivery,14.0,8224.0,"Street Food, Fast Food, Beverages"
Kalyan Nagar,"Cakes, Crumbs & Magic",No,No,3.3,300.0,Delivery,14.0,3332.0,Bakery
Jayanagar,Saarangi Fine Dining,No,No,3.78,450.0,Dine-out,9.0,5243.0,"North Indian, Chinese, South Indian"
BTM,Mangalore Lunch Home,Yes,No,3.7,250.0,Dine-out,1.0,211.0,"North Indian, South Indian, Mangalorean"
JP Nagar,Bake My Day,No,No,3.68,429.76506639427987,Desserts,6.0,3064.0,"Bakery, Desserts"
Nagawara,Jai Bhavani Dhaba,Yes,No,3.0,300.0,Delivery,44.0,7203.0,"North Indian, Chinese, Seafood"
Kalyan Nagar,The Chocolate Heaven - Cakes,Yes,No,3.9,600.0,Delivery,14.0,1666.0,"Desserts, Bakery, Beverages"
Banaswadi,Talk of the Town,Yes,No,3.5,250.0,Delivery,19.0,5682.0,"Bakery, Desserts"
Kalyan Nagar,7 Plates,Yes,No,3.6,600.0,Delivery,14.0,316.0,"North Indian, Mughlai, Rolls, Fast Food"
Kumaraswamy Layout,Sethi's,Yes,No,3.46,600.0,Delivery,43.0,120.0,"North Indian, Chinese, BBQ"
JP Nagar,Empire Restaurant,Yes,No,4.1,750.0,Dine-out,6.0,10.0,"North Indian, Mughlai, South Indian, Chinese"
Kalyan Nagar,Kapoor's Cafe,No,No,4.1,800.0,Delivery,14.0,242.0,North Indian
Jayanagar,Hari Super Sandwich,No,No,4.4,200.0,Dine-out,9.0,177.0,"Fast Food, Street Food"
JP Nagar,Bhojohori Manna,Yes,No,3.7,650.0,Dine-out,6.0,756.0,"Bengali, Mughlai"
North Bangalore,FreshMenu,Yes,No,3.6,450.0,Delivery,83.0,38.0,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger"
BTM,Naati Biriyani,No,No,3.1,300.0,Delivery,1.0,2329.0,"Kebab, Biryani"
JP Nagar,The Egg Factory,Yes,No,3.68,750.0,Dine-out,6.0,143.0,"Continental, American"
JP Nagar,Bhukkhad Baba,Yes,No,3.7,250.0,Dine-out,6.0,1861.0,"North Indian, Beverages"
JP Nagar,Eat Repeat Express,Yes,No,3.2,700.0,Dine-out,6.0,799.0,"North Indian, South Indian, Chinese, Biryani, Mexican"
JP Nagar,Express Food Point,No,No,3.68,300.0,Delivery,6.0,3719.0,"South Indian, Kerala"
JP Nagar,Ande Ka Funda,Yes,No,3.1,250.0,Dine-out,6.0,29.0,"North Indian, Fast Food, Rolls"
Kumaraswamy Layout,Tasty Bytes,Yes,No,3.1,300.0,Dine-out,43.0,5719.0,"North Indian, Chinese, Momos, Rolls"
Hennur,Teapoy Mutiny,Yes,No,4.1,500.0,Cafes,50.0,2617.0,"Cafe, Continental, American, Beverages"
Basavanagudi,Upahara Darshini,Yes,No,4.0,600.0,Dine-out,18.0,254.0,"North Indian, Chinese, South Indian, Fast Food"
Kumaraswamy Layout,Food Republic Resto,Yes,No,3.3,700.0,Delivery,43.0,6878.0,"North Indian, Chinese"
Kumaraswamy Layout,Donne Biryani & Kabab Corner,Yes,No,3.3,200.0,Dine-out,43.0,3664.0,"Chinese, Biryani"
Kumaraswamy Layout,Mr. Singh Da Dhaba,Yes,No,3.6,300.0,Dine-out,43.0,4676.0,"North Indian, Chinese"
Nagawara,Hyderabad Biryani,Yes,No,3.3,800.0,Delivery,44.0,429.0,"Hyderabadi, Biryani, North Indian"
Jayanagar,36th Cross Coffee Mane,No,No,3.8,200.0,Dine-out,9.0,964.0,"South Indian, Chinese, Beverages, Cafe, Coffee, Fast Food, Momos, North Indian"
JP Nagar,The Brew - Aurick Boutique Hotel,No,No,3.1,700.0,Dine-out,6.0,8497.0,"North Indian, South Indian, Chinese, Grill"
Kammanahalli,18+ Ice Cafe,No,No,3.5,550.0,Cafes,22.0,1756.0,"Cafe, Fast Food, Chinese, Beverages"
Banaswadi,Curries & Chillies,Yes,No,3.3,300.0,Delivery,19.0,566.0,"Andhra, Biryani, Chinese"
Jayanagar,Rustic Stove,Yes,No,3.7,900.0,Dine-out,9.0,2465.0,"North Indian, South Indian, Biryani, Beverages"
Jayanagar,Anand Donne Biriyani,Yes,No,3.7,200.0,Dine-out,9.0,1002.0,Biryani
JP Nagar,The Underpass Pub & Grub,No,Yes,4.0,429.76506639427987,Dine-out,6.0,2685.0,"Finger Food, Continental, North Indian, Chinese"
Jayanagar,Cable Car,Yes,Yes,4.3,414.08730158730157,Dine-out,9.0,1093.0,"North Indian, Italian"
BTM,Foodies Club,Yes,No,3.57,300.0,Dine-out,1.0,2068.0,"South Indian, Chinese, North Indian, Sandwich, Rolls"
Kumaraswamy Layout,Wat-a-Biryani,No,No,3.46,500.0,Delivery,43.0,222.0,Biryani
Bannerghatta Road,Hyderabadi Bawarchi,Yes,No,3.2,500.0, 'Fish Fry',7.0,2154.0,"North Indian, Chinese, Biryani"
Banaswadi,Despiwich Dragon's Kitchen,Yes,No,3.9,250.0,Delivery,19.0,2020.0,"Chinese, Fast Food"
Nagawara,Smoke - The Sizzler House,Yes,No,2.8,800.0,Delivery,44.0,141.0,"Continental, North Indian, Chinese, Steak"
Kalyan Nagar,Delicious Momos,No,No,3.9,200.0,Delivery,14.0,790.0,"Street Food, Momos"
JP Nagar,M. R. G Sweets Angadi,No,No,3.3,150.0,Desserts,6.0,7473.0,"Street Food, Mithai"
Jayanagar,A2B Veg - Adyar Ananda Bhavan,Yes,No,2.8,400.0,Dine-out,9.0,391.0,"South Indian, North Indian, Chinese, Street Food, Fast Food"
JP Nagar,Vinaya Cafe,Yes,No,3.7,200.0,Dine-out,6.0,1729.0,"South Indian, Street Food, Juices"
Kalyan Nagar,Mani's Dum Biryani,Yes,No,3.5,750.0,Delivery,14.0,28.0,"Biryani, Kebab"
Banaswadi,Noodles,Yes,No,3.8,500.0,Delivery,19.0,2364.0,"Chinese, Momos"
Jayanagar,New Prashanth Hotel,Yes,No,3.7,750.0,Dine-out,9.0,71.0,"South Indian, Biryani, Chinese, North Indian"
JP Nagar,Beach Hut,No,No,3.5,650.0,Dine-out,6.0,3112.0,"North Indian, Chinese"
Kanakapura Road,A1 Garam Masala,Yes,No,3.6,500.0,Delivery,77.0,2836.0,"North Indian, Andhra, Chinese"
JP Nagar,Rolls On Wheels,No,No,3.1,300.0,Delivery,6.0,22.0,"Fast Food, Rolls, Momos"
Banaswadi,Leon's Take Away,Yes,No,3.7,450.0,Delivery,19.0,7440.0,"Chinese, North Indian, Fast Food"
Kalyan Nagar,Shahi Hyderabadi Dum Biryani,Yes,No,3.1,500.0,Delivery,14.0,2498.0,"North Indian, Biryani"
JP Nagar,Namma Kudla,Yes,No,4.0,400.0,Delivery,6.0,868.0,"Mangalorean, North Indian, Chinese, Seafood"
Jayanagar,Iyengar Bakery,Yes,No,3.7,200.0,Desserts,9.0,605.0,"Bakery, Fast Food, Desserts, Beverages"
JP Nagar,Advika Briyani Center,No,No,3.2,300.0,Delivery,6.0,2877.0,Biryani
JP Nagar,Peat & Fire,No,No,3.68,700.0,Dine-out,6.0,4990.0,North Indian
Hebbal,Blytons,No,No,3.6,375.0,Drinks & nightlife,80.0,3217.0,Bar Food
Kammanahalli,Yomama!!,Yes,Yes,3.6,800.0,Cafes,22.0,224.0,"Continental, Burger, Cafe, Steak"
Kammanahalli,BOX8- Desi Meals,Yes,No,4.1,500.0,Delivery,22.0,56.0,"North Indian, Mughlai, Fast Food"
Rammurthy Nagar,Facebake,Yes,No,3.7,300.0,Delivery,75.0,1216.0,"Desserts, Bakery"
Hennur,INDULGE by InnerChef,Yes,No,3.1,400.0,Delivery,50.0,106.0,"Desserts, Bakery"
Banaswadi,S K Ruchi,Yes,No,3.3,300.0,Delivery,19.0,8020.0,Chinese
JP Nagar,Crave Bit Cafe,No,No,3.7,600.0,Dine-out,6.0,1156.0,Cafe
BTM,Mojo Pizza - 2X Toppings,Yes,No,4.3,600.0," 'Paneer Mayhem Big 10""""'",1.0,69.0,Pizza
Banaswadi,Cafe Get Hooked,Yes,No,3.6,600.0,Cafes,19.0,1100.0,Cafe
Jayanagar,The Lounge - Eden Park Restaurants,No,Yes,3.8,414.08730158730157,Delivery,9.0,479.0,"North Indian, Afghan"
Jayanagar,Amma's Pastries,No,No,4.2,400.0,Desserts,9.0,111.0,Bakery
JP Nagar,Rajdhani Thali Restaurant,Yes,Yes,4.0,900.0,Dine-out,6.0,156.0,North Indian
Bannerghatta Road,Pathaan Sir,Yes,No,3.3,300.0,Dine-out,7.0,78.0,"Rolls, Chinese"
Hennur,Cafe Bangalore,Yes,No,3.4,300.0,Delivery,50.0,6524.0,Fast Food
Kalyan Nagar,K.G.N Kabbab Corner,No,No,4.0,500.0,Delivery,14.0,4254.0,"North Indian, Kebab"
Banaswadi,Orchid Wine And Dine,No,No,3.0,700.0,Delivery,19.0,2381.0,"North Indian, Chinese, Mughlai"
Kalyan Nagar,Cream Stone,Yes,No,4.2,500.0,Desserts,14.0,66.0,"Desserts, Beverages"
Kalyan Nagar,The Original Bistro,No,No,4.1,600.0,Desserts,14.0,5861.0,"Italian, Beverages"
Kammanahalli,McDonald's,Yes,No,2.9,500.0,Dine-out,22.0,8.0,"Burger, Fast Food"
Banaswadi,The Filter Coffee,No,No,4.0,372.3892405063291,Dine-out,19.0,1672.0,"South Indian, Coffee"
Nagawara,AL Habeeb Restaurant,No,No,3.5,350.0,Dine-out,44.0,2846.0,"Biryani, North Indian"
Koramangala 5th Block,Cafemoto,Yes,No,4.0,800.0,Cafes,11.0,1927.0,"Cafe, Continental, Italian, Burger"
Koramangala 6th Block,Indore Eat Restaurant,No,No,4.0,447.40466101694915,Delivery,23.0,2163.0,"Street Food, South Indian"
Koramangala 1st Block,Sharma's Malai & Masala,Yes,No,4.0,650.0,Delivery,25.0,2503.0,North Indian
Koramangala 1st Block,Rolling Rolls,No,No,3.7,450.0,Delivery,25.0,7989.0,"Fast Food, Rolls"
Kalyan Nagar,Rasa Cafe,Yes,No,3.4,600.0,Delivery,14.0,1535.0,"Cafe, American, Italian, Continental"
Kalyan Nagar,China Pearl,Yes,No,4.1,477.7119784656797,Dine-out,14.0,1137.0,"Chinese, Momos"
Kalyan Nagar,Agent Jack's Bar,No,Yes,4.0,477.7119784656797,Dine-out,14.0,393.0,"Continental, North Indian, Italian"
Kalyan Nagar,Alter Ego D'Deli,Yes,No,3.8,650.0,Dine-out,14.0,1793.0,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak"
Kalyan Nagar,Meat Up Barbecue & More,No,No,3.7,400.0,Dine-out,14.0,4613.0,"BBQ, Fast Food"
Koramangala 1st Block,UBQ by Barbeque Nation,Yes,No,3.4,450.0,Delivery,25.0,311.0,"North Indian, BBQ, Biryani, Kebab"
Koramangala 4th Block,Pot-O-Noodles,No,Yes,4.3,800.0,Dine-out,27.0,2414.0,"Chinese, Asian, Japanese"
Kalyan Nagar,F Juice,No,No,3.78,200.0,Delivery,14.0,6828.0,"Juices, Fast Food"
Kalyan Nagar,IceBreakers,No,No,3.9,500.0,Desserts,14.0,240.0,"Desserts, Ice Cream"
Kalyan Nagar,Eunoia,No,No,3.9,450.0,Dine-out,14.0,1211.0,"Cafe, Continental, Bakery"
Kammanahalli,Thalassery Restaurant,Yes,No,3.9,800.0,Dine-out,22.0,52.0,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kerala"
Kammanahalli,Big Chicken,Yes,No,3.9,400.0,Dine-out,22.0,1863.0,Fast Food
Kammanahalli,Kanti Sweets,Yes,No,4.0,400.0,Desserts,22.0,7.0,"Mithai, Street Food"
Ejipura,Victoria Terminus,No,No,3.4,250.0,Delivery,45.0,1725.0,"Fast Food, Maharashtrian, Rolls"
Kalyan Nagar,Kanti Sweets,Yes,No,3.4,400.0,Desserts,14.0,7.0,"Mithai, Street Food"
Kalyan Nagar,7th Heaven,No,No,3.78,400.0,Desserts,14.0,966.0,"Bakery, Ice Cream"
Kammanahalli,Bite and Pipes,No,No,3.5,500.0,Dine-out,22.0,6462.0,"Continental, Chinese"
Banaswadi,Bhagini,Yes,No,2.3,800.0,Dine-out,19.0,324.0,"Andhra, South Indian, Chinese, North Indian"
Banaswadi,Despiwich Dragon's Kitchen,Yes,No,3.9,250.0,Dine-out,19.0,2020.0,"Chinese, Fast Food"
Banaswadi,Sapna's Kitchen,No,No,3.5,400.0,Dine-out,19.0,5300.0,"Chinese, North Indian, South Indian"
Rammurthy Nagar,Grub Bucket,Yes,No,3.3,300.0,Delivery,75.0,6976.0,"North Indian, Biryani, Fast Food"
HBR Layout,Shanghai Times,Yes,No,3.4,500.0,Dine-out,54.0,215.0,Chinese
Banaswadi,M.M.A Kabab Rolls & Biriyani Center,Yes,No,3.7,400.0,Dine-out,19.0,2246.0,"Arabian, Mughlai, Chinese, Kebab, Fast Food"
HSR,EggFactor - Street House,Yes,No,4.2,200.0,Delivery,4.0,3700.0,Fast Food
Koramangala 6th Block,Khiche Chale Aao,Yes,No,3.78,300.0,Delivery,23.0,4347.0,"North Indian, Fast Food"
Koramangala 1st Block,Amarnath Ice Cream Parlour,No,No,3.7,200.0,Desserts,25.0,6255.0,"Ice Cream, Desserts"
Koramangala 4th Block,Myu Bar at Gilly's Redefined,No,Yes,4.5,498.15303430079155,Dine-out,27.0,636.0,"American, North Indian, Pizza, Finger Food, Continental, Italian"
Kalyan Nagar,Al Karim,No,No,3.7,477.7119784656797,Dine-out,14.0,1779.0,"Mughlai, North Indian, Biryani, Chinese"
Bommanahalli,Hotel Archana Grand,Yes,No,3.6,500.0,Delivery,36.0,2132.0,"Chinese, North Indian"
Koramangala 3rd Block,Ginger restaurant,No,No,4.02,400.0,Delivery,66.0,6943.0,"Continental, Chinese, North Indian"
Koramangala 1st Block,Cakes and Moulds,No,No,3.6,300.0,Desserts,25.0,3331.0,"Bakery, Desserts"
Kalyan Nagar,Firki Cafe,No,Yes,3.78,850.0,Desserts,14.0,2057.0,North Indian
Kalyan Nagar,Kings Court,Yes,No,3.1,800.0,Dine-out,14.0,4358.0,"North Indian, Mughlai, Chinese"
Nagawara,Sultan - Palace Darbar Restaurant,No,No,3.3,400.0,Dine-out,44.0,5606.0,"North Indian, Chinese"
Rammurthy Nagar,Lassi Corner,Yes,No,2.9,200.0, 'Fruit Jackpot Ice Cream Fruit Sundae',75.0,47.0,"Beverages, Desserts"
HSR,Kaati Roll Delights,No,No,3.2,150.0,Delivery,4.0,4264.0,"Fast Food, Rolls"
Banaswadi,Chintu Chit Chat Centre,No,No,3.6,100.0,Dine-out,19.0,3445.0,Street Food
Kalyan Nagar,Ibaco,Yes,No,3.9,300.0,Desserts,14.0,30.0,Desserts
Banaswadi,Tamarind - Tamarind Hospitality,Yes,No,3.9,750.0,Dine-out,19.0,2605.0,"Chinese, Continental, North Indian"
BTM,Arabian Bites,Yes,No,3.4,500.0,Delivery,1.0,1013.0,"North Indian, Chinese"
Ejipura,DW Dabbawala,No,No,3.48,200.0,Delivery,45.0,6687.0,North Indian
Koramangala 7th Block,Frolic,Yes,No,3.9,200.0,Desserts,26.0,585.0,"Juices, Ice Cream"
Koramangala 4th Block,Sotally Tober,No,Yes,4.4,498.15303430079155,Dine-out,27.0,682.0,"Asian, Burger, Pizza, Chinese, Finger Food"
Kammanahalli,CutePorkie,No,No,3.3,400.0,Delivery,22.0,3548.0,Continental
Banaswadi,Sneha Fast Food,No,No,3.5,200.0,Delivery,19.0,5452.0,Fast Food
Kalyan Nagar,Sweet Chariot,No,No,2.8,500.0,Desserts,14.0,34.0,"Bakery, Fast Food"
Kammanahalli,SHAIK's DYNASTY,No,No,3.2,450.0,Dine-out,22.0,5221.0,"North Indian, Chinese"
Kammanahalli,Sotang's,No,No,3.3,250.0,Dine-out,22.0,5460.0,"North Indian, Chinese"
Banaswadi,Sri Andhra Bhawan,No,No,3.5,372.3892405063291,Dine-out,19.0,5513.0,"North Indian, South Indian"
Kammanahalli,Cafe Beirut,No,No,3.7,425.61996779388085,Dine-out,22.0,1900.0,Arabian
Koramangala 5th Block,Brooks and Bonds Brewery,Yes,Yes,4.5,480.26383859286085,Delivery,11.0,530.0,"Continental, Mediterranean, North Indian, Chinese, Finger Food"
Koramangala 4th Block,Kombo King,No,No,3.92,300.0,Delivery,27.0,842.0,"North Indian, South Indian"
Koramangala 5th Block,99 Pancakes,Yes,No,4.5,300.0,Desserts,11.0,165.0,"Desserts, Cafe"
Koramangala 7th Block,BelgYum,Yes,No,4.0,400.0,Desserts,26.0,753.0,Desserts
Kammanahalli,Kannur Restaurant,No,No,3.7,400.0,Delivery,22.0,2192.0,"South Indian, North Indian, Kerala"
Kammanahalli,New Hilal Restaurant,No,No,3.67,550.0,Delivery,22.0,873.0,"Biryani, Chinese, Kebab"
Kalyan Nagar,Belgian Waffle Factory,Yes,No,4.8,400.0,Desserts,14.0,260.0,Desserts
Kammanahalli,Based On A True Story- Bistro,Yes,Yes,4.3,800.0,Desserts,22.0,1845.0,"Cafe, Burger, Italian, Desserts"
Kalyan Nagar,Paratha Singh,Yes,No,4.0,350.0,Dine-out,14.0,4963.0,North Indian
Kammanahalli,Empire Restaurant,Yes,No,4.0,750.0,Dine-out,22.0,10.0,"North Indian, Mughlai, South Indian, Chinese"
Kammanahalli,Fish Chain,Yes,No,3.5,300.0,Dine-out,22.0,199.0,"Seafood, BBQ, Burger, Biryani"
Kammanahalli,Krussh,Yes,No,3.67,200.0,Dine-out,22.0,2219.0,"Juices, Beverages, Pizza, Fast Food"
Koramangala 7th Block,Dipd N Chocolate,Yes,No,3.85,300.0, 'Chocolate Ice Cream',26.0,794.0,"Cafe, Desserts"
Koramangala 4th Block,WOW! Momo,Yes,No,3.9,400.0,Delivery,27.0,53.0,"Tibetan, Momos"
HSR,Sarvam,Yes,No,3.5,550.0,Delivery,4.0,2489.0,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood"
Koramangala 6th Block,Kebab Ganj,No,No,3.4,300.0,Delivery,23.0,7322.0,"Kebab, Rolls"
Ejipura,Virgins,No,No,3.48,150.0,Delivery,45.0,8705.0,Fast Food
Koramangala 4th Block,Banjara Melting Pot,Yes,Yes,4.2,498.15303430079155,Dine-out,27.0,514.0,"North Indian, Chinese, Seafood"
Kalyan Nagar,The Chef's Kitchen,Yes,No,3.8,800.0,Dine-out,14.0,2637.0,"Continental, North Indian, Chinese"
Kammanahalli,Vanas,Yes,No,4.0,550.0,Dine-out,22.0,2734.0,"Mangalorean, Seafood"
Kalyan Nagar,Oregano Pizzeria,No,No,3.78,450.0,Dine-out,14.0,296.0,"Italian, Pizza, Fast Food, Salad"
Koramangala 5th Block,On The Nose,Yes,No,2.7,600.0, 'Deep Fried Bananas with Ice Cream',11.0,649.0,"Cafe, Italian, Mexican, Chinese"
Domlur,Chai Masthi,Yes,No,3.5,200.0,Delivery,30.0,1124.0,"Fast Food, Lebanese"
BTM,Khan's Biryani,Yes,No,3.0,200.0,Delivery,1.0,1356.0,"Biryani, North Indian"
Koramangala 6th Block,Barleyz,No,No,3.8,447.40466101694915,Delivery,23.0,323.0,"North Indian, Continental, Chinese"
Koramangala 1st Block,Martino's,No,No,3.6,350.0,Delivery,25.0,4576.0,"Italian, Pizza"
Koramangala 4th Block,Swathi Maharaja,Yes,Yes,3.7,750.0,Dine-out,27.0,5645.0,"Andhra, North Indian, Chinese, Biryani"
Kalyan Nagar,Hoppipola,Yes,Yes,4.4,477.7119784656797,Dine-out,14.0,279.0,"Continental, Fast Food, European"
Kalyan Nagar,Paradox Rest-O-Cafe,Yes,No,3.7,600.0,Dine-out,14.0,4957.0,"Continental, Steak"
Kalyan Nagar,Halli Mane Hotel,No,No,3.78,300.0,Dine-out,14.0,3938.0,South Indian
Kammanahalli,BOX8- Desi Meals,Yes,No,4.1,500.0, 'Seekh Kebab Wrap',22.0,56.0,"North Indian, Mughlai, Fast Food"
Koramangala 8th Block,Kitchen's Sea Food Restaurant,No,No,3.4,800.0,Delivery,51.0,7348.0,"Seafood, North Indian, Chinese"
Kalyan Nagar,Al Karim,No,No,3.7,600.0,Delivery,14.0,1779.0,"Mughlai, North Indian, Biryani, Chinese"
Banaswadi,Kartik,No,No,3.4,700.0,Delivery,19.0,4319.0,"Chinese, North Indian"
Kalyan Nagar,Fragrant Kitchen,No,No,3.8,700.0,Desserts,14.0,809.0,"North Indian, Chinese, Cafe, Desserts"
Kalyan Nagar,Olive Garden,Yes,No,3.7,700.0,Dine-out,14.0,4892.0,"Arabian, North Indian, Chinese, Beverages"
Kalyan Nagar,Taste Of Andhra,No,No,3.78,300.0,Dine-out,14.0,8443.0,"Andhra, South Indian"
Kammanahalli,Samovar,Yes,No,3.9,600.0,Dine-out,22.0,5273.0,"Kerala, South Indian"
Banaswadi,Sri Banashankari Donne Biriyani,Yes,No,3.8,150.0,Dine-out,19.0,2553.0,Biryani
Kammanahalli,Mahadii's,Yes,No,3.8,600.0,Dine-out,22.0,2255.0,"Andhra, North Indian, Chinese"
Hennur,SV Indian Restaurant,No,No,3.4,400.0,Dine-out,50.0,2471.0,"North Indian, Chinese"
Koramangala 6th Block,Kargeens,Yes,No,4.1,600.0,Cafes,23.0,616.0,"Cafe, Continental, Italian"
HSR,Mid-Night Crunch,Yes,No,3.7,400.0,Delivery,4.0,2287.0,"North Indian, Chinese"
Koramangala 6th Block,Falahaar,No,No,3.9,200.0,Delivery,23.0,3728.0,"North Indian, Street Food"
Koramangala 6th Block,Tasty Kitchens,Yes,No,3.78,500.0,Delivery,23.0,5725.0,Pizza
Kalyan Nagar,Ali Bhai- Rolls and Kebabs,Yes,No,3.78,150.0,Dine-out,14.0,1787.0,"Rolls, North Indian, Mughlai"
Kalyan Nagar,K.G.N Kabbab Corner,No,No,4.0,500.0,Dine-out,14.0,4254.0,"North Indian, Kebab"
Kalyan Nagar,Kanthari,Yes,No,3.9,400.0,Dine-out,14.0,4308.0,"North Indian, Kerala, Chinese"
Banaswadi,New York Burrito,No,No,3.1,400.0,Dine-out,19.0,4830.0,Mexican
HBR Layout,Moghul's Restaurant,Yes,No,3.0,700.0,Dine-out,54.0,4655.0,"Mughlai, North Indian, Chinese"
HSR,Biriyani Bungalow,Yes,No,3.2,600.0,Delivery,4.0,759.0,"Biryani, North Indian"
Hennur,Hot Momos,No,No,3.49,150.0,Delivery,50.0,7041.0,Fast Food
Kalyan Nagar,Ibaco,Yes,No,3.9,300.0, 'Fresh Strawberry Ice Cream (95 gms)',14.0,30.0,Desserts
Kalyan Nagar,Cupcake Bliss,Yes,No,3.78,200.0,Desserts,14.0,93.0,Bakery
Kalyan Nagar,An Egg Story,No,No,4.0,600.0,Dine-out,14.0,740.0,"Cafe, Continental, American, Italian"
HBR Layout,Raanthal,No,No,3.68,400.0,Dine-out,54.0,7934.0,"South Indian, Kerala"
Banaswadi,Sri Durga Nellore Mess,Yes,No,3.3,350.0,Dine-out,19.0,2555.0,"Andhra, South Indian, Biryani"
Kammanahalli,Pathaan Sir,Yes,No,3.7,300.0,Dine-out,22.0,78.0,"Rolls, Chinese"
Banaswadi,Knowhere,No,No,3.9,372.3892405063291,Dine-out,19.0,1366.0,"Continental, Finger Food"
Kalyan Nagar,Cuppa Joy,Yes,No,3.78,500.0,Dine-out,14.0,1162.0,"Cafe, Continental, Sandwich"
Banaswadi,Nutri Fit,No,No,3.5,300.0,Dine-out,19.0,882.0,North Indian
Koramangala 8th Block,Jeevika Donne Biryani,No,No,3.4,300.0,Delivery,51.0,2171.0,"Biryani, Chinese, Fast Food"
Koramangala 8th Block,Rolling Station,No,No,3.73,359.7682119205298,Desserts,51.0,7990.0,"Desserts, Ice Cream, Beverages"
Hennur,The Second Wife,Yes,No,3.7,800.0,Delivery,50.0,8580.0,"South Indian, Andhra, Biryani"
Banaswadi,Donne Biriyani Mane,No,No,3.8,300.0,Delivery,19.0,37.0,Biryani
Kalyan Nagar,Lune Cakes,No,No,3.78,400.0,Desserts,14.0,7468.0,Desserts
Kalyan Nagar,Eagles Pizza,Yes,No,3.8,650.0,Dine-out,14.0,278.0,"Pizza, Italian"
Domlur,DVG Benne Dosa,Yes,No,4.1,150.0,Delivery,30.0,1168.0,South Indian
HSR,Food Theory,No,No,2.7,500.0,Desserts,4.0,236.0,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts"
Hennur,Hotel AL-Zaioa,No,No,3.49,400.0,Delivery,50.0,4012.0,"Biryani, Chinese, North Indian"
Kammanahalli,Amma's Biryani & Rice,Yes,No,3.67,300.0,Delivery,22.0,2952.0,"Biryani, Fast Food"
Kammanahalli,Shanghai Xpress,No,No,3.1,300.0,Delivery,22.0,8154.0,Chinese
Kalyan Nagar,Domino's Pizza,Yes,No,3.4,400.0,Dine-out,14.0,3.0,"Pizza, Fast Food"
Kammanahalli,Savoury Restaurant,Yes,No,3.7,800.0,Dine-out,22.0,305.0,"Arabian, North Indian, Chinese, Beverages"
Kammanahalli,Davis Bar And Restaurant,No,No,3.0,700.0,Dine-out,22.0,2013.0,"North Indian, Finger Food, Chinese"
Banaswadi,Raghavendra Bhavan,No,No,3.2,250.0,Dine-out,19.0,7942.0,"South Indian, North Indian, Chinese"
Kammanahalli,SS Bucket Biryani,No,No,4.0,600.0,Delivery,22.0,1559.0,"Biryani, North Indian, Chinese"
Kammanahalli,Sanju's Super Kitchen,No,No,3.5,400.0,Delivery,22.0,5295.0,"Pizza, Fast Food, American, Italian"
Banaswadi,Curries & Chillies,Yes,No,3.0,300.0,Delivery,19.0,566.0,"Biryani, Andhra"
HBR Layout,Creme Bliss,Yes,No,3.9,350.0,Desserts,54.0,3525.0,"Bakery, Desserts"
Kalyan Nagar,Srinidhi Veg Food Court,Yes,No,3.9,300.0,Dine-out,14.0,5569.0,"Chinese, North Indian, South Indian"
Kalyan Nagar,Juba Cafe,No,No,3.4,100.0,Dine-out,14.0,7238.0,Juices
Banaswadi,Sri Sagar,No,No,3.5,300.0,Dine-out,19.0,2564.0,"South Indian, Street Food"
HBR Layout,Malabar Food Court,Yes,No,3.4,300.0,Dine-out,54.0,2258.0,"Kerala, South Indian"
Bommanahalli,Khan Saab Hotel,Yes,No,3.2,300.0,Delivery,36.0,2205.0,"North Indian, Biryani, Chinese"
Koramangala 8th Block,Chaman's Night Kitchen,No,No,3.5,400.0,Delivery,51.0,3378.0,"North Indian, Chinese"
Koramangala 8th Block,Banashree Caterers,No,No,3.73,250.0,Delivery,51.0,6376.0,South Indian
Koramangala 4th Block,Enerjuvate Studio & Cafe,Yes,Yes,4.4,800.0,Dine-out,27.0,235.0,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages"
Koramangala 4th Block,Terra Bites,Yes,No,4.1,700.0,Dine-out,27.0,695.0,"Cafe, Italian, Continental"
Banaswadi,Talk of the Town,Yes,No,3.5,250.0,Desserts,19.0,5682.0,"Bakery, Desserts"
Kalyan Nagar,Thran,No,Yes,4.2,477.7119784656797,Dine-out,14.0,8602.0,Korean
Kammanahalli,Delicious Momos,No,No,4.1,450.0,Dine-out,22.0,790.0,"Chinese, Momos"
